timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pressure,temperature,distance,latitude,longitude,gps_altitude
21,-2.18,-0.00,9.51,-0.02,0.08,21.09,969.30,25.58,500.00,28.615028,77.210283,372.44
22,-2.18,-0.04,9.51,-0.03,0.08,21.23,968.14,25.51,500.00,28.615082,77.210344,382.49
23,-2.18,-0.08,9.52,-0.04,0.08,21.34,966.98,25.45,500.00,28.615136,77.210405,392.49
24,-2.18,-0.11,9.54,-0.05,0.08,21.42,965.83,25.38,500.00,28.615189,77.210466,402.44
25,-2.18,-0.14,9.56,-0.06,0.08,21.44,964.68,25.32,500.00,28.615243,77.210528,412.35
26,-2.18,-0.17,9.59,-0.07,0.08,21.42,963.55,25.26,500.00,28.615297,77.210589,422.20
27,-2.18,-0.20,9.63,-0.08,0.08,21.34,962.42,25.19,500.00,28.615351,77.210650,432.00
28,-2.18,-0.22,9.66,-0.09,0.08,21.23,961.29,25.13,500.00,28.615404,77.210711,441.75
29,-2.17,-0.23,9.70,-0.10,0.08,21.09,960.18,25.07,500.00,28.615458,77.210772,451.46
30,-2.17,-0.24,9.75,-0.11,0.08,20.94,959.07,25.00,500.00,28.615512,77.210833,461.11
31,-2.17,-0.25,9.79,-0.12,0.08,20.79,957.97,24.94,500.00,28.615566,77.210894,470.72
32,-2.17,-0.25,9.84,-0.13,0.08,20.65,956.87,24.88,500.00,28.615619,77.210955,480.27
33,-2.17,-0.24,9.88,-0.13,0.07,20.54,955.78,24.82,500.00,28.615673,77.211016,489.78
34,-2.17,-0.23,9.92,-0.14,0.07,20.46,954.70,24.75,500.00,28.615727,77.211077,499.23
35,-2.17,-0.21,9.96,-0.14,0.07,20.44,953.62,24.69,500.00,28.615780,77.211139,508.64
36,-2.17,-0.19,10.00,-0.14,0.07,20.46,952.55,24.63,500.00,28.615834,77.211200,518.00
37,-2.17,-0.17,10.03,-0.15,0.06,20.54,951.49,24.57,500.00,28.615888,77.211261,527.31
38,-2.17,-0.14,10.06,-0.15,0.06,20.65,950.43,24.51,500.00,28.615942,77.211322,536.57
39,-2.17,-0.10,10.08,-0.15,0.06,20.79,949.38,24.45,500.00,28.615995,77.211383,545.78
40,-2.16,-0.07,10.10,-0.15,0.05,20.94,948.34,24.39,500.00,28.616049,77.211444,554.94
41,-2.16,-0.03,10.11,-0.15,0.05,21.09,947.30,24.33,500.00,28.616103,77.211505,564.05
42,-2.16,0.00,10.11,-0.15,0.05,21.23,946.27,24.27,500.00,28.616156,77.211566,573.11
43,-2.16,0.04,10.11,-0.14,0.04,21.34,945.25,24.22,500.00,28.616210,77.211627,582.12
44,-2.16,0.08,10.10,-0.14,0.04,21.42,944.23,24.16,500.00,28.616264,77.211688,591.09
45,-2.16,0.11,10.08,-0.13,0.03,21.44,943.22,24.10,500.00,28.616318,77.211750,600.00
46,-2.16,0.14,10.05,-0.13,0.03,21.42,942.21,24.04,500.00,28.616371,77.211811,608.86
47,-2.16,0.17,10.03,-0.12,0.03,21.34,941.21,23.99,500.00,28.616425,77.211872,617.68
48,-2.16,0.20,9.99,-0.11,0.02,21.23,940.22,23.93,500.00,28.616479,77.211933,626.44
49,-2.16,0.22,9.95,-0.11,0.02,21.09,939.24,23.87,500.00,28.616533,77.211994,635.16
50,-2.16,0.23,9.91,-0.10,0.01,20.94,938.26,23.82,500.00,28.616586,77.212055,643.83
51,-2.15,0.24,9.87,-0.09,0.01,20.79,937.29,23.76,500.00,28.616640,77.212116,652.44
52,-2.15,0.25,9.83,-0.08,0.00,20.65,936.32,23.70,500.00,28.616694,77.212177,661.01
53,-2.15,0.25,9.78,-0.07,-0.00,20.54,935.36,23.65,500.00,28.616747,77.212238,669.53
54,-2.15,0.24,9.74,-0.06,-0.01,20.46,934.41,23.59,500.00,28.616801,77.212299,678.00
55,-2.15,0.23,9.69,-0.05,-0.01,20.44,933.46,23.54,500.00,28.616855,77.212361,686.42
56,-2.15,0.21,9.65,-0.03,-0.02,20.46,932.52,23.48,500.00,28.616909,77.212422,694.79
57,-2.15,0.19,9.62,-0.02,-0.02,20.54,931.59,23.43,500.00,28.616962,77.212483,703.11
58,-2.15,0.17,9.59,-0.01,-0.03,20.65,930.66,23.38,500.00,28.617016,77.212544,711.38
59,-2.15,0.14,9.56,0.00,-0.03,20.79,929.74,23.32,500.00,28.617070,77.212605,719.60
60,-2.15,0.10,9.54,0.01,-0.04,20.94,928.82,23.27,500.00,28.617124,77.212666,727.78
61,-2.15,0.07,9.52,0.03,-0.04,21.09,927.91,23.22,500.00,28.617177,77.212727,735.90
62,-2.14,0.03,9.51,0.04,-0.04,21.23,927.01,23.16,500.00,28.617231,77.212788,743.98
63,-2.14,-0.01,9.51,0.05,-0.05,21.34,926.11,23.11,500.00,28.617285,77.212849,752.00
64,-2.14,-0.04,9.51,0.06,-0.05,21.42,925.22,23.06,500.00,28.617338,77.212910,759.98
65,-2.14,-0.08,9.53,0.07,-0.06,21.44,924.34,23.01,500.00,28.617392,77.212972,767.90
66,-2.14,-0.11,9.54,0.08,-0.06,21.42,923.46,22.96,500.00,28.617446,77.213033,775.78
67,-2.14,-0.15,9.57,0.09,-0.06,21.34,922.59,22.91,500.00,28.617500,77.213094,783.60
68,-2.14,-0.17,9.60,0.10,-0.06,21.23,921.72,22.86,500.00,28.617553,77.213155,791.38
69,-2.14,-0.20,9.63,0.11,-0.07,21.09,920.86,22.81,500.00,28.617607,77.213216,799.11
70,-2.14,-0.22,9.67,0.12,-0.07,20.94,920.01,22.76,500.00,28.617661,77.213277,806.79
71,-2.14,-0.24,9.71,0.12,-0.07,20.79,919.16,22.71,500.00,28.617715,77.213338,814.42
72,-2.14,-0.25,9.75,0.13,-0.07,20.65,918.32,22.66,500.00,28.617768,77.213399,822.00
73,-2.14,-0.25,9.80,0.14,-0.08,20.54,917.49,22.61,500.00,28.617822,77.213460,829.53
74,-2.13,-0.25,9.84,0.14,-0.08,20.46,916.66,22.56,500.00,28.617876,77.213521,837.01
75,-2.13,-0.24,9.89,0.14,-0.08,20.44,915.83,22.51,500.00,28.617929,77.213583,844.44
76,-2.13,-0.23,9.93,0.15,-0.08,20.46,915.02,22.46,500.00,28.617983,77.213644,851.83
77,-2.13,-0.21,9.97,0.15,-0.08,20.54,914.21,22.42,500.00,28.618037,77.213705,859.16
78,-2.13,-0.19,10.00,0.15,-0.08,20.65,913.40,22.37,500.00,28.618091,77.213766,866.44
79,-2.13,-0.16,10.04,0.15,-0.08,20.79,912.60,22.32,500.00,28.618144,77.213827,873.68
80,-2.13,-0.13,10.06,0.15,-0.08,20.94,911.81,22.27,500.00,28.618198,77.213888,880.86
81,-2.13,-0.10,10.08,0.15,-0.08,21.09,911.02,22.23,500.00,28.618252,77.213949,888.00
82,-2.13,-0.07,10.10,0.14,-0.08,21.23,910.24,22.18,500.00,28.618306,77.214010,895.09
83,-2.13,-0.03,10.11,0.14,-0.08,21.34,909.47,22.14,500.00,28.618359,77.214071,902.12
84,-2.13,0.01,10.11,0.14,-0.08,21.42,908.70,22.09,500.00,28.618413,77.214133,909.11
85,-2.12,0.05,10.10,0.13,-0.07,21.44,907.94,22.05,500.00,28.618467,77.214194,916.05
86,-2.12,0.08,10.09,0.12,-0.07,21.42,907.18,22.00,500.00,28.618520,77.214255,922.94
87,-2.12,0.12,10.08,0.12,-0.07,21.34,906.43,21.96,500.00,28.618574,77.214316,929.78
88,-2.12,0.15,10.05,0.11,-0.07,21.23,905.68,21.91,500.00,28.618628,77.214377,936.57
89,-2.12,0.18,10.02,0.10,-0.06,21.09,904.94,21.87,500.00,28.618682,77.214438,943.31
90,-2.12,0.20,9.99,0.09,-0.06,20.94,904.21,21.82,500.00,28.618735,77.214499,950.00
91,-2.12,0.22,9.95,0.08,-0.06,20.79,903.48,21.78,500.00,28.618789,77.214560,956.64
92,-2.12,0.24,9.91,0.07,-0.06,20.65,902.76,21.74,500.00,28.618843,77.214621,963.23
93,-2.12,0.25,9.87,0.06,-0.05,20.54,902.05,21.70,500.00,28.618897,77.214682,969.78
94,-2.12,0.25,9.82,0.05,-0.05,20.46,901.34,21.65,500.00,28.618950,77.214744,976.27
95,-2.12,0.25,9.78,0.04,-0.04,20.44,900.63,21.61,500.00,28.619004,77.214805,982.72
96,-2.11,0.24,9.73,0.03,-0.04,20.46,899.93,21.57,500.00,28.619058,77.214866,989.11
97,-2.11,0.23,9.69,0.01,-0.04,20.54,899.24,21.53,500.00,28.619111,77.214927,995.46
98,-2.11,0.21,9.65,0.00,-0.03,20.65,898.55,21.49,500.00,28.619165,77.214988,1001.75
99,-2.11,0.19,9.61,-0.01,-0.03,20.79,897.87,21.45,500.00,28.619219,77.215049,1008.00
100,-2.11,0.16,9.58,-0.02,-0.02,20.94,897.20,21.41,500.00,28.619273,77.215110,1014.20
101,-2.11,0.13,9.56,-0.03,-0.02,21.09,896.53,21.37,500.00,28.619326,77.215171,1020.35
102,-2.11,0.10,9.53,-0.05,-0.01,21.23,895.87,21.33,500.00,28.619380,77.215232,1026.44
103,-2.11,0.06,9.52,-0.06,-0.01,21.34,895.21,21.29,500.00,28.619434,77.215293,1032.49
104,-2.11,0.03,9.51,-0.07,-0.00,21.42,894.56,21.25,500.00,28.619488,77.215355,1038.49
105,-2.11,-0.01,9.51,-0.08,0.00,21.44,893.91,21.21,500.00,28.619541,77.215416,1044.44
106,-2.11,-0.05,9.52,-0.09,0.01,21.42,893.27,21.17,500.00,28.619595,77.215477,1050.35
107,-2.10,-0.08,9.53,-0.10,0.01,21.34,892.64,21.13,500.00,28.619649,77.215538,1056.20
108,-2.10,-0.12,9.55,-0.11,0.02,21.23,892.01,21.10,500.00,28.619702,77.215599,1062.00
109,-2.10,-0.15,9.57,-0.11,0.02,21.09,891.38,21.06,500.00,28.619756,77.215660,1067.75
110,-2.10,-0.18,9.60,-0.12,0.02,20.94,890.77,21.02,500.00,28.619810,77.215721,1073.46
111,-2.10,-0.20,9.63,-0.13,0.03,20.79,890.15,20.99,500.00,28.619864,77.215782,1079.11
112,-2.10,-0.22,9.67,-0.13,0.03,20.65,889.55,20.95,500.00,28.619917,77.215843,1084.72
113,-2.10,-0.24,9.71,-0.14,0.04,20.54,888.95,20.91,500.00,28.619971,77.215904,1090.27
114,-2.10,-0.25,9.76,-0.14,0.04,20.46,888.35,20.88,500.00,28.620025,77.215966,1095.78
115,-2.10,-0.25,9.80,-0.15,0.05,20.44,887.76,20.84,500.00,28.620079,77.216027,1101.23
116,-2.10,-0.25,9.85,-0.15,0.05,20.46,887.18,20.81,500.00,28.620132,77.216088,1106.64
117,-2.10,-0.24,9.89,-0.15,0.05,20.54,886.60,20.77,500.00,28.620186,77.216149,1112.00
118,-2.10,-0.23,9.93,-0.15,0.06,20.65,886.03,20.74,500.00,28.620240,77.216210,1117.31
119,-2.09,-0.21,9.97,-0.15,0.06,20.79,885.46,20.70,500.00,28.620293,77.216271,1122.57
120,-2.09,-0.19,10.01,-0.15,0.06,20.94,884.90,20.67,500.00,28.620347,77.216332,1127.78
121,-2.09,-0.16,10.04,-0.15,0.07,21.09,884.35,20.64,500.00,28.620401,77.216393,1132.94
122,-2.09,-0.13,10.07,-0.14,0.07,21.23,883.80,20.60,500.00,28.620455,77.216454,1138.05
123,-2.09,-0.10,10.09,-0.14,0.07,21.34,883.25,20.57,500.00,28.620508,77.216515,1143.11
124,-2.09,-0.06,10.10,-0.13,0.07,21.42,882.71,20.54,500.00,28.620562,77.216577,1148.12
125,-2.09,-0.02,10.11,-0.13,0.08,21.44,882.18,20.50,500.00,28.620616,77.216638,1153.09
126,-2.09,0.01,10.11,-0.12,0.08,21.42,881.65,20.47,500.00,28.620669,77.216699,1158.00
127,-2.09,0.05,10.10,-0.11,0.08,21.34,881.13,20.44,500.00,28.620723,77.216760,1162.86
128,-2.09,0.09,10.09,-0.10,0.08,21.23,880.62,20.41,500.00,28.620777,77.216821,1167.68
129,-2.09,0.12,10.07,-0.09,0.08,21.09,880.11,20.38,500.00,28.620831,77.216882,1172.44
130,-2.08,0.15,10.05,-0.08,0.08,20.94,879.60,20.35,500.00,28.620884,77.216943,1177.16
131,-2.08,0.18,10.02,-0.07,0.08,20.79,879.10,20.32,500.00,28.620938,77.217004,1181.83
132,-2.08,0.20,9.98,-0.06,0.08,20.65,878.61,20.29,500.00,28.620992,77.217065,1186.44
133,-2.08,0.22,9.95,-0.05,0.08,20.54,878.12,20.26,500.00,28.621046,77.217126,1191.01
134,-2.08,0.24,9.90,-0.04,0.08,20.46,877.63,20.23,500.00,28.621099,77.217188,1195.53
135,-2.08,0.25,9.86,-0.03,0.08,20.44,877.16,20.20,500.00,28.621153,77.217249,1200.00
136,-2.08,0.25,9.82,-0.02,0.08,20.46,876.68,20.17,500.00,28.621207,77.217310,1204.42
137,-2.08,0.25,9.77,-0.01,0.07,20.54,876.22,20.14,500.00,28.621260,77.217371,1208.79
138,-2.08,0.24,9.73,0.01,0.07,20.65,875.76,20.11,500.00,28.621314,77.217432,1213.11
139,-2.08,0.23,9.69,0.02,0.07,20.79,875.30,20.09,500.00,28.621368,77.217493,1217.38
140,-2.08,0.21,9.65,0.03,0.07,20.94,874.85,20.06,500.00,28.621422,77.217554,1221.60
141,-2.07,0.19,9.61,0.04,0.07,21.09,874.40,20.03,500.00,28.621475,77.217615,1225.78
142,-2.07,0.16,9.58,0.05,0.06,21.23,873.96,20.01,500.00,28.621529,77.217676,1229.90
143,-2.07,0.13,9.55,0.06,0.06,21.34,873.53,19.98,500.00,28.621583,77.217737,1233.98
144,-2.07,0.10,9.53,0.08,0.06,21.42,873.10,19.95,500.00,28.621637,77.217799,1238.00
145,-2.07,0.06,9.52,0.09,0.05,21.44,872.68,19.93,500.00,28.621690,77.217860,1241.98
146,-2.07,0.02,9.51,0.09,0.05,21.42,872.26,19.90,500.00,28.621744,77.217921,1245.90
147,-2.07,-0.01,9.51,0.10,0.05,21.34,871.85,19.88,500.00,28.621798,77.217982,1249.78
148,-2.07,-0.05,9.52,0.11,0.04,21.23,871.44,19.85,500.00,28.621851,77.218043,1253.60
149,-2.07,-0.09,9.53,0.12,0.04,21.09,871.04,19.83,500.00,28.621905,77.218104,1257.38
150,-2.07,-0.12,9.55,0.13,0.03,20.94,870.64,19.80,500.00,28.621959,77.218165,1261.11
151,-2.07,-0.15,9.57,0.13,0.03,20.79,870.25,19.78,500.00,28.622013,77.218226,1264.79
152,-2.06,-0.18,9.60,0.14,0.02,20.65,869.87,19.76,500.00,28.622066,77.218287,1268.42
153,-2.06,-0.20,9.64,0.14,0.02,20.54,869.49,19.73,500.00,28.622120,77.218348,1272.00
154,-2.06,-0.22,9.68,0.15,0.01,20.46,869.11,19.71,500.00,28.622174,77.218410,1275.53
155,-2.06,-0.24,9.72,0.15,0.01,20.44,868.74,19.69,500.00,28.622228,77.218471,1279.01
156,-2.06,-0.25,9.76,0.15,0.01,20.46,868.38,19.66,500.00,28.622281,77.218532,1282.44
157,-2.06,-0.25,9.81,0.15,0.00,20.54,868.02,19.64,500.00,28.622335,77.218593,1285.83
158,-2.06,-0.25,9.85,0.15,-0.00,20.65,867.67,19.62,500.00,28.622389,77.218654,1289.16
159,-2.06,-0.24,9.90,0.15,-0.01,20.79,867.32,19.60,500.00,28.622442,77.218715,1292.44
160,-2.06,-0.23,9.94,0.15,-0.01,20.94,866.98,19.58,500.00,28.622496,77.218776,1295.68
161,-2.06,-0.21,9.98,0.14,-0.02,21.09,866.64,19.56,500.00,28.622550,77.218837,1298.86
162,-2.06,-0.18,10.01,0.14,-0.02,21.23,866.31,19.54,500.00,28.622604,77.218898,1302.00
163,-2.06,-0.16,10.04,0.13,-0.03,21.34,865.98,19.52,500.00,28.622657,77.218960,1305.09
164,-2.05,-0.13,10.07,0.13,-0.03,21.42,865.66,19.50,500.00,28.622711,77.219021,1308.12
165,-2.05,-0.09,10.09,0.12,-0.04,21.44,865.34,19.48,500.00,28.622765,77.219082,1311.11
166,-2.05,-0.06,10.10,0.11,-0.04,21.42,865.03,19.46,500.00,28.622819,77.219143,1314.05
167,-2.05,-0.02,10.11,0.11,-0.04,21.34,864.73,19.44,500.00,28.622872,77.219204,1316.94
168,-2.05,0.02,10.11,0.10,-0.05,21.23,864.43,19.42,500.00,28.622926,77.219265,1319.78
169,-2.05,0.05,10.10,0.09,-0.05,21.09,864.13,19.40,500.00,28.622980,77.219326,1322.57
170,-2.05,0.09,10.09,0.08,-0.06,20.94,863.84,19.39,500.00,28.623033,77.219387,1325.31
171,-2.05,0.12,10.07,0.07,-0.06,20.79,863.56,19.37,500.00,28.623087,77.219448,1328.00
172,-2.05,0.15,10.05,0.06,-0.06,20.65,863.28,19.35,500.00,28.623141,77.219509,1330.64
173,-2.05,0.18,10.02,0.04,-0.07,20.54,863.01,19.33,500.00,28.623195,77.219571,1333.23
174,-2.05,0.21,9.98,0.03,-0.07,20.46,862.74,19.32,500.00,28.623248,77.219632,1335.78
175,-2.04,0.22,9.94,0.02,-0.07,20.44,862.48,19.30,500.00,28.623302,77.219693,1338.27
176,-2.04,0.24,9.90,0.01,-0.07,20.46,862.22,19.29,500.00,28.623356,77.219754,1340.72
177,-2.04,0.25,9.86,-0.00,-0.07,20.54,861.97,19.27,500.00,28.623410,77.219815,1343.11
178,-2.04,0.25,9.81,-0.02,-0.08,20.65,861.72,19.25,500.00,28.623463,77.219876,1345.46
179,-2.04,0.25,9.77,-0.03,-0.08,20.79,861.48,19.24,500.00,28.623517,77.219937,1347.75
180,-2.04,0.24,9.72,-0.04,-0.08,20.94,861.24,19.23,500.00,28.623571,77.219998,1350.00
181,-2.04,0.23,9.68,-0.05,-0.08,21.09,861.01,19.21,500.00,28.623624,77.220059,1352.20
182,-2.04,0.21,9.64,-0.06,-0.08,21.23,860.78,19.20,500.00,28.623678,77.220120,1354.35
183,-2.04,0.18,9.61,-0.07,-0.08,21.34,860.56,19.18,500.00,28.623732,77.220182,1356.44
184,-2.04,0.16,9.58,-0.08,-0.08,21.42,860.35,19.17,500.00,28.623786,77.220243,1358.49
185,-2.04,0.13,9.55,-0.09,-0.08,21.44,860.14,19.16,500.00,28.623839,77.220304,1360.49
186,-2.03,0.09,9.53,-0.10,-0.08,21.42,859.93,19.14,500.00,28.623893,77.220365,1362.44
187,-2.03,0.06,9.52,-0.11,-0.08,21.34,859.73,19.13,500.00,28.623947,77.220426,1364.35
188,-2.03,0.02,9.51,-0.12,-0.08,21.23,859.54,19.12,500.00,28.624001,77.220487,1366.20
189,-2.03,-0.02,9.51,-0.12,-0.08,21.09,859.35,19.11,500.00,28.624054,77.220548,1368.00
190,-2.03,-0.06,9.52,-0.13,-0.07,20.94,859.16,19.10,500.00,28.624108,77.220609,1369.75
191,-2.03,-0.09,9.53,-0.14,-0.07,20.79,858.98,19.09,500.00,28.624162,77.220670,1371.46
192,-2.03,-0.13,9.55,-0.14,-0.07,20.65,858.81,19.07,500.00,28.624215,77.220731,1373.11
193,-2.03,-0.16,9.58,-0.14,-0.07,20.54,858.64,19.06,500.00,28.624269,77.220793,1374.72
194,-2.03,-0.18,9.61,-0.15,-0.06,20.46,858.48,19.05,500.00,28.624323,77.220854,1376.27
195,-2.03,-0.21,9.64,-0.15,-0.06,20.44,858.32,19.04,500.00,28.624377,77.220915,1377.78
196,-2.03,-0.23,9.68,-0.15,-0.06,20.46,858.17,19.03,500.00,28.624430,77.220976,1379.23
197,-2.02,-0.24,9.72,-0.15,-0.05,20.54,858.02,19.03,500.00,28.624484,77.221037,1380.64
198,-2.02,-0.25,9.77,-0.15,-0.05,20.65,857.88,19.02,500.00,28.624538,77.221098,1382.00
199,-2.02,-0.25,9.81,-0.15,-0.05,20.79,857.74,19.01,500.00,28.624591,77.221159,1383.31
200,-2.02,-0.25,9.86,-0.14,-0.04,20.94,857.61,19.00,500.00,28.624645,77.221220,1384.57
201,-2.02,-0.24,9.90,-0.14,-0.04,21.09,857.48,18.99,500.00,28.624699,77.221281,1385.78
202,-2.02,-0.22,9.94,-0.13,-0.03,21.23,857.36,18.98,500.00,28.624753,77.221342,1386.94
203,-2.02,-0.21,9.98,-0.13,-0.03,21.34,857.24,18.98,500.00,28.624806,77.221404,1388.05
204,-2.02,-0.18,10.02,-0.12,-0.03,21.42,857.13,18.97,500.00,28.624860,77.221465,1389.11
205,-2.02,-0.15,10.05,-0.12,-0.02,21.44,857.02,18.96,500.00,28.624914,77.221526,1390.12
206,-2.02,-0.12,10.07,-0.11,-0.02,21.42,856.92,18.96,500.00,28.624968,77.221587,1391.09
207,-2.02,-0.09,10.09,-0.10,-0.01,21.34,856.83,18.95,500.00,28.625021,77.221648,1392.00
208,-2.02,-0.05,10.10,-0.09,-0.01,21.23,856.74,18.95,500.00,28.625075,77.221709,1392.86
209,-2.01,-0.02,10.11,-0.08,-0.00,21.09,856.65,18.94,500.00,28.625129,77.221770,1393.68
210,-2.01,0.02,10.11,-0.07,0.00,20.94,856.57,18.94,500.00,28.625182,77.221831,1394.44
211,-2.01,0.06,10.10,-0.06,0.01,20.79,856.49,18.93,500.00,28.625236,77.221892,1395.16
212,-2.01,0.09,10.09,-0.05,0.01,20.65,856.43,18.93,500.00,28.625290,77.221953,1395.83
213,-2.01,0.13,10.07,-0.04,0.02,20.54,856.36,18.92,500.00,28.625344,77.222015,1396.44
214,-2.01,0.16,10.04,-0.02,0.02,20.46,856.30,18.92,500.00,28.625397,77.222076,1397.01
215,-2.01,0.19,10.01,-0.01,0.03,20.44,856.25,18.92,500.00,28.625451,77.222137,1397.53
216,-2.01,0.21,9.98,0.00,0.03,20.46,856.20,18.91,500.00,28.625505,77.222198,1398.00
217,-2.01,0.23,9.94,0.01,0.04,20.54,856.15,18.91,500.00,28.625559,77.222259,1398.42
218,-2.01,0.24,9.89,0.02,0.04,20.65,856.11,18.91,500.00,28.625612,77.222320,1398.79
219,-2.01,0.25,9.85,0.04,0.04,20.79,856.08,18.91,500.00,28.625666,77.222381,1399.11
220,-2.00,0.25,9.81,0.05,0.05,20.94,856.05,18.90,500.00,28.625720,77.222442,1399.38
221,-2.00,0.25,9.76,0.06,0.05,21.09,856.03,18.90,500.00,28.625773,77.222503,1399.60
222,-2.00,0.24,9.72,0.07,0.05,21.23,856.01,18.90,500.00,28.625827,77.222564,1399.78
223,-2.00,0.22,9.68,0.08,0.06,21.34,856.00,18.90,500.00,28.625881,77.222626,1399.90
224,-2.00,0.20,9.64,0.09,0.06,21.42,855.99,18.90,500.00,28.625935,77.222687,1399.98
225,-2.00,0.18,9.60,0.10,0.06,21.44,855.99,18.90,500.00,28.625988,77.222748,1400.00
226,-2.00,0.15,9.57,0.11,0.07,21.42,855.99,18.90,500.00,28.626042,77.222809,1399.98
227,-2.00,0.12,9.55,0.12,0.07,21.34,856.00,18.90,500.00,28.626096,77.222870,1399.90
228,-2.00,0.09,9.53,0.12,0.07,21.23,856.01,18.90,500.00,28.626150,77.222931,1399.78
229,-2.00,0.05,9.52,0.13,0.07,21.09,856.03,18.90,500.00,28.626203,77.222992,1399.60
230,-2.00,0.01,9.51,0.14,0.08,20.94,856.05,18.90,500.00,28.626257,77.223053,1399.38
231,-1.99,-0.02,9.51,0.14,0.08,20.79,856.08,18.91,500.00,28.626311,77.223114,1399.11
232,-1.99,-0.06,9.52,0.14,0.08,20.65,856.11,18.91,500.00,28.626364,77.223175,1398.79
233,-1.99,-0.10,9.53,0.15,0.08,20.54,856.15,18.91,500.00,28.626418,77.223237,1398.42
234,-1.99,-0.13,9.55,0.15,0.08,20.46,856.20,18.91,500.00,28.626472,77.223298,1398.00
235,-1.99,-0.16,9.58,0.15,0.08,20.44,856.25,18.92,500.00,28.626526,77.223359,1397.53
236,-1.99,-0.19,9.61,0.15,0.08,20.46,856.30,18.92,500.00,28.626579,77.223420,1397.01
237,-1.99,-0.21,9.65,0.15,0.08,20.54,856.36,18.92,500.00,28.626633,77.223481,1396.44
238,-1.99,-0.23,9.69,0.15,0.08,20.65,856.43,18.93,500.00,28.626687,77.223542,1395.83
239,-1.99,-0.24,9.73,0.14,0.08,20.79,856.49,18.93,500.00,28.626741,77.223603,1395.16
240,-1.99,-0.25,9.77,0.14,0.08,20.94,856.57,18.94,500.00,28.626794,77.223664,1394.44
241,-1.99,-0.25,9.82,0.14,0.08,21.09,856.65,18.94,500.00,28.626848,77.223725,1393.68
242,-1.98,-0.25,9.86,0.13,0.07,21.23,856.74,18.95,500.00,28.626902,77.223787,1392.86
243,-1.98,-0.24,9.90,0.12,0.07,21.34,856.83,18.95,500.00,28.626955,77.223848,1392.00
244,-1.98,-0.22,9.95,0.12,0.07,21.42,856.92,18.96,500.00,28.627009,77.223909,1391.09
245,-1.98,-0.20,9.98,0.11,0.07,21.44,857.02,18.96,500.00,28.627063,77.223970,1390.12
246,-1.98,-0.18,10.02,0.10,0.06,21.42,857.13,18.97,500.00,28.627117,77.224031,1389.11
247,-1.98,-0.15,10.05,0.09,0.06,21.34,857.24,18.98,500.00,28.627170,77.224092,1388.05
248,-1.98,-0.12,10.07,0.08,0.06,21.23,857.36,18.98,500.00,28.627224,77.224153,1386.94
249,-1.98,-0.09,10.09,0.07,0.06,21.09,857.48,18.99,500.00,28.627278,77.224214,1385.78
250,-1.98,-0.05,10.10,0.06,0.05,20.94,857.61,19.00,500.00,28.627332,77.224275,1384.57
251,-1.98,-0.01,10.11,0.05,0.05,20.79,857.74,19.01,500.00,28.627385,77.224336,1383.31
